City_Name,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,Borehole_Ksat_cmhr,BoreholeMeasurementDepth_cm,UpperDepth_cm,LowerDepth_cm,Kunsat_cmh,Park_Name,Latitude,Longitude,Land_Use,Sample_Layer,Surface_Subsurface,Layer_Designation,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,ParentMaterials,Color,Primary_Color,Hue,Value,Chroma,numeric_texture,Texture,Predicted_Sand,Predicted_silt,Predicted_clay,Percent_Sand,Percent_Silt,Percent_Clay,VC_Sand_Percent,C_Sand_Percent,M_Sand_Percent,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,pHpH_Res_entry,M3_P_ppm,M3_K_ppm,M3_Mg_ppm,M3_Ca_ppm,pH_Acidity_Index,M3_CEC,K_Saturation_Percent,Mg_Saturation_Percent,Ca_Saturation_Percent,Salts,Exchangeable_Na,Zinc_ppm,Copper_ppm,Sulfur_ppm,Percent_Carbon,Percent_Nitrogen
Cleveland,CLS50,CLP102,CLS50CLP102L1,,,0,20,1.57,,41.46,-81.63,NATIVE,1,Surface,Surface,20,,^Au,A,Anthropogenic over Outwash over Residual,10YR 4/2,10YR 4/2,10YR,4,2,NA,sl,#REF!,#REF!,#REF!,61.72,26.57,11.71,,,,,,40,7.7,87,98,234,2531,0,14.9,1.7,13.1,85.2,,,37.6,18,45.3,2.52,0.12
Atlanta,ATS12,ATP42,ATS12ATP42L1,,,0,10,0.864900762,82 Sunset,33.76,-84.41,Vacant Lot,1,Surface,Surface,10,,^A,A,Anthropogenic,5YR 4/3,5YR 4/3,5YR,4,3,NA,l,#REF!,#REF!,#REF!,62.2,19.4,18.4,1.8,13.4,28.1,39.1,17.7,,5.7,10,138,101,615,4.5,8.8,4,9.6,35,,,19.3,5.2,9,2.86,0.19
San Juan,PRS6,PRP6,PRS6PRP6L3,134.301342,58,55,70,,Calle Paraguay,18.42,-66.04,VACANT LOT,3,Subsurface,HR 1,15,55,^C2u,C,Anthropogenic,2.5YR 5/6; 2.5YR 6/1,2.5YR 5/6,2.5YR,5,6,NA,scl,#REF!,#REF!,#REF!,62.3,13.7,24,,,,,,95,8.3,8,42,137,3179,0,16.2,0.7,7,92.3,,,2.1,2.1,33.6,0.92,0.03
Cleveland,CLS9,CLP17,CLS9CLP17L4,67.86303081,107,100,158,,,41.52,-81.62,FILL,4,Subsurface,HR 1,58,100,2C3,C,,2.5Y 6/2; 10YR 6/6,2.5Y 6/2,2.5Y,6,2,NA,sl,#REF!,#REF!,#REF!,62.48,29.45,8.07,,,,,,0,8.3,30,68,194,2583.53,0,9.41,1.9,17.2,81,,,1.8,1.9,26.4,0.13,0.02
New Orleans,NS13,NP13,NS13NP13L1,,,0,10,1.438158568,Lafitte Greenway,29.97,-90.09,Greenway,1,Surface,Surface,10.16,,^A1,A,Anthropogenic,,,10YR,3,2,NA,sl,#REF!,#REF!,#REF!,62.5,22.8,14.8,,,,,,,6.1,21,135,265,3364,3.9,21.5,1.6,10.3,69.9,,,57.4,17.6,141.1,15.05,0.81
Detroit,DS4,DP8,DS4DP8L1,,,0,56,1.54,,42.4,-83.24,UNDISTURBED,1,Surface,Surface,55.88,,^Au,A,Anthropogenic,10YR 3/2,10YR 3/2,10YR,3,2,NA,fsl,#REF!,#REF!,#REF!,62.6,20.2,17.2,6.46,10.47,21.83,36.75,24.5,10,7.6,47,231,243,3570,0,17.6,3.4,11.5,85.1,,,38.6,13.2,20.8,3.1,0.19
Cleveland,CLS50,CLP102,CLS50CLP102L3,0.27781902,93,75,108,,,41.46,-81.63,NATIVE,3,Subsurface,HR 1,33,75,^C2u,C,,10YR 4/1,10YR 4/1,10YR,4,1,NA,sl,#REF!,#REF!,#REF!,62.74,32.11,5.15,,,,,,2,6.8,41,33,174,1180,0,7.4,1.1,19.5,79.4,,,10.1,6.7,16.9,2.26,0.1
Tacoma,TS3,TP3,TS3TP3L1,,,0,10,1.1613254,Cloverdale Park,47.2,-122.41,Park,1,Surface,Surface,10.16,,^Ap,A,Anthropogenic,,,10YR,4,3,NA,cosl,#REF!,#REF!,#REF!,62.9,24.7,12.4,8.61,16.43,25.67,31.92,17.37,5,6,38,258,143,893,3.4,9.7,6.8,12.3,46,,,2.5,2.3,10.5,1.73,0.13
Detroit,DS7,DP13,DS7DP13L1,,,0,15,1.69,,42.4,-83.25,DISTURBED,1,Surface,Surface,15.24,,^Au,A,Anthropogenic,10YR 4/3,10YR 4/3,10YR,4,3,NA,fsl,#REF!,#REF!,#REF!,63,24.8,12.3,1.72,1.72,10.31,45.78,40.47,10,7.6,52,118,293,2786,0,16.7,1.8,14.6,83.5,,,12.5,2.9,10.8,2.64,0.16
Portland,PORS4,PORP12,PORS4PORP12L3,0.089224,68,40,110,,East End School,43.67,-70.25,School Field,3,Subsurface,HR 1,70,40,Bw,B,Glacial Till,2.5Y 4/2,2.5Y 4/2,2.5Y,4,2,NA,sl,#REF!,#REF!,#REF!,63,19.3,17.7,7.7,15.3,21.5,33.8,21.7,10,6.5,12,188,177,1135,2,9.6,5,15.3,58.9,,,1,1.5,6.8,0.07,0.01
Portland,PORS1,PORP1,PORS1PORP1L3,0.063634,130,110,200,,Franklin Tower,43.66,-70.26,Passive Lawn,3,Subsurface,HR 1,90,110,^C2u,C,Anthropogenic,2.5Y 5/2,2.5Y 6/2,2.5Y,6,2,NA,sl,#REF!,#REF!,#REF!,63.1,18.8,18.1,9.3,18.8,25.8,26.7,19.4,15,8,76,139,130,2488,0,13.9,2.6,7.8,89.6,,,8.8,6.2,21.7,0.59,0.04
Cleveland,CLS16,CLP32,CLS16CLP32L1,,,0,26,0.81,,41.48,-81.63,NATIVE,1,Surface,Surface,26,,^Au,A,Anthropogenic over Glacial Till,10YR 3/3,10YR 3/3,10YR,3,3,NA,sl,#REF!,#REF!,#REF!,63.21,27.11,9.68,,,,,,25,6.9,119,252,201,3211.68,0,17.63,6.1,15.7,78.2,,,160.2,11.8,15.1,6.51,0.29
Phoenix,PS7,PP11,PS7PP11L2,,,15,152,,Northsight Park,33.61,-111.9,Park Turfgrass (Bermuda),2,Subsurface,,137.16,,Bk,B,Fan Alluvium,10YR 5/6,10YR 5/6,,,,NA,sl,#REF!,#REF!,#REF!,63.23,21,15.77,25.83,22.12,15.46,17.53,19.05,25,8.8,18,121,740,24429,0,21.5,1.4,28.7,69.8,0.13,76.1,0.7,0.9,51.6,1.02,0
Atlanta,ATS2,ATP11,ATS2ATP11L4,,,120,320,,Atwood Rear,33.73,-84.43,Mature Tree Yard,4,Subsurface,HR 1,200,120,C1,C,Residual,7.5YR4/6; 5YR 5/6; 10YR 2/1,7.5YR 4/6,7.5YR,4,6,NA,sl,#REF!,#REF!,#REF!,63.4,26.3,10.3,,,,,,,5.1,6,48,86,251,3.4,5.5,2.2,13,2.9,,,6.2,1.7,61.5,0.27,0.02
Cleveland,CLS49,CLP100,CLS49CLP100L1,,,0,15,0.55,,41.46,-81.63,NATIVE,1,Surface,Surface,15,,^A1u,A,Anthropogenic over Outwash over Residual,10YR 3/2,10YR 3/2,10YR,3,2,NA,l,#REF!,#REF!,#REF!,63.63,30.89,5.48,,,,,,20,7.5,61,121,360,3445,0,18.3,1.7,16.4,81.9,,,42.4,14.1,108.5,4.57,0.27
Phoenix,PS4,PP4,PS4PP4L1,,,0,15,1.7029761,,33.6,-111.85,"Native Xeriscape, Scottsdale 2",1,Surface,Surface,15.24,,Bw,B,Fan Alluvium,5YR 4/6,5YR 4/6,,,,NA,cosl,#REF!,#REF!,#REF!,63.7,20,16.3,29.83,26.69,15.7,15.7,12.09,20,8.5,44,369,292,2513,0,15.9,5.9,15.3,78.8,0.09,25.3,1.9,3.8,5.6,0.27,0.03
Portland,PORS3,PORP6,PORS3PORP6L1,,,0,30,0.32193525,East Prom,43.67,-70.24,Park,1,Surface,Surface,30,,^A1,A,Anthropogenic,10YR 4/3,10YR 4/3,10YR,4,3,NA,ls,#REF!,#REF!,#REF!,63.7,24,12.3,7,12,14.7,28.2,38.2,10,5.6,10,129,131,646,3.9,8.6,3.9,12.8,37.8,,,2.3,3.4,10.6,1.86,0.16
Atlanta,ATS9,ATP33,ATS9ATP33L2,1.78204,62,10,120,,750 North,33.77,-84.41,Vacant Lot,2,Subsurface,HR 1,110,10,^C1u,C,Anthropogenic,2.5YR 4/6; 7.5YR 4/4,2.5YR 4/6,2.5YR,4,6,NA,scl,#REF!,#REF!,#REF!,63.8,17,19.2,,,,,,20,7.9,46,58,87,1114,0,6.4,2.3,11.3,86.4,,,88.4,144.3,15.1,2.85,0.02
Tacoma,TS11,TP11,TS11TP11L3,0.258,92,61,183,,McKinley Park,47.22,-122.42,Park,3,Subsurface,HR 1,121.92,60.96,3BC,BC,Glacial Till,,,2.5Y,6,3,NA,fsl,#REF!,#REF!,#REF!,63.9,28.3,7.8,5.61,11.4,25.26,35.09,22.63,25,6.3,24,48,206,1202,3.4,11.3,1.1,15.3,53.4,,,0.4,1.2,4.8,0.1,0.02
Atlanta,ATS12,ATP42,ATS12ATP42L3,1.01929,117,50,210,,82 Sunset,33.76,-84.41,Vacant Lot,3,Subsurface,,160,,^C2u,C,Anthropogenic,10YR 6/3,10YR 6/3,10YR,6,3,NA,sl,#REF!,#REF!,#REF!,63.9,18.5,17.6,,,,,,15,8,9,47,63,1144,0,6.4,1.9,8.3,89.9,,,18.1,4.9,22.7,2.19,0.06
Atlanta,ATS1,ATP1,ATS1ATP1L1,,,0,18,1.470291429,Athens Research Farm,33.87,-83.43,Agricultural Field,1,Surface,Surface,18,,Ap,A,Residual,7.5YR 4/3,7.5YR 4/3,7.5YR,4,3,NA,l,#REF!,#REF!,#REF!,64,17.6,18.5,,,,,,,5.1,44,232,38,259,5.1,7.3,8.1,4.3,17.7,,,0.9,1.2,14.1,0.86,0.08
Atlanta,ATS4,ATP16,ATS4ATP16L1,,,0,10,5.951220408,386 Elm,33.77,-84.41,Vacant Lot,1,Surface,Surface,10,,^Au,A,Anthropogenic,10YR 3/3,10YR 3/3,10YR,3,3,NA,l,#REF!,#REF!,#REF!,64,20.2,15.8,,,,,,20,7.7,23,283,97,1024,0,6.7,10.9,12.1,76.9,,,16.5,13.5,90.1,1.39,0.08
Cleveland,CLS15,CLP30,CLS15CLP30L1,,,0,23,1.53,,41.49,-81.63,NATIVE,1,Surface,Surface,23,,^Au,A,Anthropogenic,10YR 2/2,10YR 2/2,10YR,2,2,NA,sl,#REF!,#REF!,#REF!,64.13,28.44,7.43,,,,,,35,6.5,758,246,232,3306.62,2.8,19.8,3.2,9.8,72.9,,,149.5,22.4,25.2,6.02,0.33
Cleveland,CLS5,CLP10,CLS5CLP10L1,,,0,22,1.8,,41.53,-81.61,NATIVE,1,Surface,Surface,22,,^A1u,A,Anthropogenic over Residual,10YR 4/2,10YR 4/2,10YR,4,2,NA,sl,#REF!,#REF!,#REF!,64.18,25.24,10.58,,,,,,40,7.6,140,280,687,3319.23,0,21.4,3.3,26.7,70,,,49,10.6,65.9,4.7,0.26
Detroit,DS17,DP32,DS17DP32L3,0.183,104,91,137,,Stoepel Park No. 2 (W Chicago St),42.4,-83.23,PARK,3,Subsurface,HR 1,45.72,91.44,2BC,BC,Glacial Fluvial,10YR 5/6,10YR 5/6,10YR,5,6,NA,vfsl,#REF!,#REF!,#REF!,64.3,27,8.8,0.17,0.5,3.97,27.6,67.77,,8.3,4,40,313,2789,0,16.7,0.6,15.7,83.7,,,0.7,2.3,6.6,1.57,0.02
Atlanta,ATS10,ATP36,ATS10ATP36L3,,,30,80,,Lindsay Street Park,33.77,-84.42,Vacant Lot,3,Subsurface,,50,,Btg1,B,Residual,10YR 7/1; 10YR 7/2,10YR 7/1,10YR,7,1,NA,sc,#REF!,#REF!,#REF!,64.3,13.6,22.1,,,,,,,4.9,1,18,28,138,4.5,5.5,0.8,4.3,12.6,,,0.1,0.5,99.5,0.06,0.01
Cleveland,CLS4,CLP8,CLS4CLP8L1,,,0,23,0.27,,41.53,-81.6,NATIVE,1,Surface,Surface,23,,^A,A,Anthropogenic over Lacustrine,10YR 3/3,10YR 3/3,10YR,3,3,NA,sl,#REF!,#REF!,#REF!,64.31,23.45,12.25,,,,,,0,,,,,,,,,,,,,,,,,
Atlanta,ATS6,ATP19,ATS6ATP19L3,0.06605,51,50,90,,Griffin - Disturbed,33.76,-84.41,Vacant Lot,3,Subsurface,HR 1,40,50,^C1u,C,Anthropogenic,2.5YR 5/6,2.5YR 5/6,2.5YR,5,6,NA,sil,#REF!,#REF!,#REF!,64.4,14.4,21.2,,,,,,15,7.5,4,182,49,587,0,3.8,12.3,10.7,77,,,2.2,1.4,54.2,0.31,0.03
Cincinnati,CIS10,CIP19,CIS10CIP19L1,,,0,20,0.124137931,,39.12,-84.57,NATIVE,1,Surface,Surface,20,,^C1,C,Anthropogenic/Till/Residual,10YR 4/6,10YR 4/6,10YR,4,6,NA,sl,#REF!,#REF!,#REF!,64.63,25.58,9.79,,,,,,5,7.82,33,59,98,1579.4,0,8.86,1.7,9.2,89.1,,,1.36,1.74,7.4,0.61,0.06
Portland,PORS2,PORP4,PORS2PORP4L3,31.17186,90,50,150,,Mayo Street,43.67,-70.26,Passive Lawn,3,Subsurface,HR 1,100,50,^A'u,A,Anthropogenic,10YR 3/1,10YR 3/1,10YR,3,1,NA,sl,#REF!,#REF!,#REF!,64.8,23.6,11.6,13.7,21.2,25.8,24.5,14.7,20,7.7,144,48,103,2335,0,12.7,1,6.8,92.2,,,88.1,39.3,14.2,4.59,0.11
Cleveland,CLS29,CLP59,CLS29CLP59L3,0.846420534,90,88,107,,,41.48,-81.7,NATIVE,3,Subsurface,HR 1,19,88,^C2u,C,,10YR 3/3,10YR 3/3,10YR,3,3,NA,ls,#REF!,#REF!,#REF!,64.81,29.22,5.97,,,,,,10,8.4,37,69,490,2279.51,0,19.26,0.9,21.2,77.9,,,30,5.1,74.1,2.67,0.1
Cleveland,CLS1,CLP1,CLS1CLP1L2,,,33,70,,,41.55,-81.57,FILL,2,Subsurface,HR 1,37,33,^Cu,C,,10YR 7/3,10YR 7/3,10YR,7,3,NA,sl,#REF!,#REF!,#REF!,64.85,27.03,8.12,,,,,,40,7.6,12,42,534,2616.95,0,19.1,0.6,20.8,78.5,,,1229.6,2.6,445.4,0.32,0.31
Cleveland,CLS15,CLP29,CLS15CLP29L1,,,0,17,1.08,,41.49,-81.63,FILL,1,Surface,Surface,17,,^Au,A,Anthropogenic over Glacial Till over Residual,10YR 4/3,10YR 4/3,10YR,4,3,NA,sl,#REF!,#REF!,#REF!,64.87,25.96,9.17,,,,,,25,7.5,45,141,189,3305.59,0,13.7,2.6,11.5,85.9,,,32.9,7.5,203.3,4.8,0.24
Tacoma,TS5,TP5,TS5TP5L6,,,244,366,,Franklin Park,47.25,-122.48,Park,6,Subsurface,HR 3,121.92,243.84,^Cg4,C,Anthropogenic,,,2.5Y,5,1,NA,scl,#REF!,#REF!,#REF!,64.9,26.4,8.8,8.53,14.33,27.21,32.53,17.39,20,6.7,16,109,423,1356,2.2,12.8,2.2,27.6,53,,,2.1,10.1,17.4,1.43,0.05
Phoenix,PS4,PP4,PS4PP4L2,,,15,122,,,33.6,-111.85,"Native Xeriscape, Scottsdale 2",2,Subsurface,,106.68,,C1,C,Fan Alluvium,7.5YR 5/6,7.5YR 5/6,,,,NA,cosl,#REF!,#REF!,#REF!,65,18.3,16.8,32.55,25.7,17.6,14.33,9.81,80,8.7,14,307,604,5965,0,20.8,3.8,24.2,72,0.12,68.6,0.9,1.1,14.6,1.05,0
Atlanta,ATS7,ATP25,ATS7ATP25L1,,,0,15,1.389500254,664 Magnolia,33.76,-84.41,Vacant Lot,1,Surface,Surface,15,,^Au,A,Anthropogenic,7.5YR 4/3,7.5YR 4/3,7.5YR,4,3,NA,l,#REF!,#REF!,#REF!,65,18,17,,,,,,5,6.9,22,193,126,1025,0,6.7,7.4,15.7,76.8,,,9.8,5.9,17.6,0.42,0.03
Atlanta,ATS8,ATP30,ATS8ATP30L1,,,0,15,2.543563282,744 North,33.77,-84.41,Vacant Lot,1,Surface,Surface,15,,^Cu,C,Anthropogenic,10YR 5/1,10YR 5/1,10YR,5,1,NA,sl,#REF!,#REF!,#REF!,65,25,10,27.4,24.8,16.7,16.7,14.5,40,7.5,16,150,61,596,0,3.9,9.9,13.1,77,,,18.3,10.5,35.2,0.83,0.03
Camden,CAS16,CAP33,CAS16CAP33L3,0.09187,60,30,60,,Octavius Catto School,39.95,-75.08,Passive Lawn,3,Subsurface,,30,,2BC1,B,Coastal Plain Sediments,7.5YR 5/6,7.5YR 5/6,7.5YR,5,6,NA,sl,#REF!,#REF!,#REF!,65,15,20,1.8,4.1,26.3,53.6,14.3,,5.8,2,154,158,626,2,6.8,5.8,19.2,45.8,,,4.4,1,150.5,0.32,0.02
Atlanta,ATS3,ATP12,ATS3ATP12L3,0.80389,58,40,80,,370 Brawley,33.76,-84.41,Vacant Lot,3,Subsurface,,40,,Bt2,B,Residual,2.5YR 4/6,2.5YR 4/6,2.5YR,4,6,NA,l,#REF!,#REF!,#REF!,65.2,14.7,20.2,,,,,,20,7,18,53,69,529,0,3.4,4,17.1,78.8,,,0.7,1.2,55.5,0.09,0.01
Portland,PORS11,PORP39,PORS11PORP39L3,9.350748,62,50,75,,Harbor View Park,43.65,-70.26,Park,3,Subsurface,HR 1,25,50,2A,A,Glacio-Fluvial,10YR 3/2,10YR 3/2,10YR,3,2,NA,sl,#REF!,#REF!,#REF!,65.2,18.1,16.7,14.8,24.2,24.2,22,14.8,15,7.8,33,182,100,2538,0,14,3.3,6,90.7,,,3.1,4.3,71.7,1.13,0.05
Atlanta,ATS4,ATP16,ATS4ATP16L2,,,10,30,,386 Elm,33.77,-84.41,Vacant Lot,2,Subsurface,HR 1,20,10,^Cu,C,Anthropogenic,10YR 5/1,10YR 5/1,10YR,5,1,NA,sl,#REF!,#REF!,#REF!,65.4,20,14.6,,,,,,20,7.5,77,141,153,1515,0,9.2,3.9,13.8,82.2,,,94.2,40.3,51.9,3.5,0.16
Cleveland,CLS43,CLP88,CLS43CLP88L2,0.063340653,66,35,75,,,41.46,-81.64,NATIVE,2,Subsurface,HR 1,40,35,2C1,C,,10YR 6/6,10YR 6/6,10YR,6,6,NA,sl,#REF!,#REF!,#REF!,65.45,27.32,7.23,,,,,,0,7,35,38,184,602,0,4.6,2.1,33,64.9,,,3.3,2.3,11,0.4,0.03
Phoenix,PS4,PP4,PS4PP4L3,,,122,152,,,33.6,-111.85,"Native Xeriscape, Scottsdale 2",3,Subsurface,,30.48,,C2,C,Fan Alluvium,,,,,,NA,cosl,#REF!,#REF!,#REF!,65.5,23.7,10.8,32.47,22.97,16.54,16.23,11.79,100,8.8,37,282,479,7640,0,19.7,3.7,20.2,76.1,0.12,92.2,1,1.8,32.3,1.41,0.03
Atlanta,ATS4,ATP16,ATS4ATP16L4,0.69352,51,72,120,,386 Elm,33.77,-84.41,Vacant Lot,4,Subsurface,,48,,^A'u,A,Anthropogenic,10YR 4/4,10YR 4/4,10YR,4,4,NA,scl,#REF!,#REF!,#REF!,65.8,21.4,12.8,,,,,,20,7.3,24,188,183,4835,0,17,2.8,9,88.2,,,14.6,7.1,50.4,1.67,0.06
Portland,PORS10,PORP34,PORS10PORP34L3,0.165125,120,105,200,,High/Spring Streets,43.65,-70.26,Passive Lawn,3,Subsurface,HR 1,95,105,2C2,C,Glacial Till,2.5Y 5/3,2.5Y 5/.3,2.5Y,5,3,NA,fls,#REF!,#REF!,#REF!,65.8,23.1,11.1,9.1,14.8,20.5,31.5,24.1,10,6.9,65,177,26,445,0,2.9,15.7,7.5,76.9,,,0.2,1,5.3,0.1,0.01
Atlanta,ATS6,ATP19,ATS6ATP19L4,0.19279,118,90,220,,Griffin - Disturbed,33.76,-84.41,Vacant Lot,4,Subsurface,,130,,^C2u,C,Anthropogenic,5YR 4/6,5YR 4/6,5YR,4,6,NA,l,#REF!,#REF!,#REF!,66,17,17,,,,,,5,5.8,6,148,42,438,2.2,5.1,7.4,6.8,42.8,,,0.8,1.3,98.4,0.47,0.04
New Orleans,NS16,NP16,NS16NP16L1,,,0,20,0.812992327,,30.02,-90.05,Vacant Lot,1,Surface,Surface,20.32,,^A1u,A,Anthropogenic,,,10YR,3,2,NA,fsl,#REF!,#REF!,#REF!,66.2,14.9,18.9,1.1,1.3,13.3,73.9,10.5,20,6.1,8,149,335,1474,5.1,15.6,2.4,17.8,47.1,,,38.2,2,11.2,2.27,0.22
Phoenix,PS5,PP7,PS5PP7L2,,,20,33,,Cactus Park,33.6,-111.92,Park Turfgrass (Bermuda),2,Subsurface,,12.7,,Bw,B,Fan Alluvium,7.5YR 6/6,7.5YR 6/6,,,,NA,cosl,#REF!,#REF!,#REF!,66.3,17.7,16,36.02,29.64,14.59,9.12,10.64,20,8.7,17,263,889,2917,0,22.7,3,32.7,64.3,0.12,100.5,0.6,1.6,15.2,0.48,0.02
Cleveland,CLS7,CLP14,CLS7CLP14L1,,,0,20,3.11,,41.52,-81.62,NATIVE,1,Surface,Surface,20,,^A,A,Anthropogenic over Aeolian Sands,10YR 4/3,10YR 4/3,10YR,4,3,NA,sl,#REF!,#REF!,#REF!,66.37,23.97,9.66,,,,,,5,7.3,168,216,239,3566.57,0,14.44,3.2,11.4,85.5,,,40.1,6.2,26,2.65,0.25
Tacoma,TS8,TS8,TS8TS8L3,,,107,122,,Landfill,47.22,-122.5,Vacant Land,3,Subsurface,HR 2,15.24,106.68,^Bw2,B,Anthropogenic,,,10YR,5,1,NA,cosl,#REF!,#REF!,#REF!,66.5,19.5,14,12.54,19.91,29.62,26.18,11.76,25,7.1,49,66,149,877,0,5.8,2.9,21.4,75.7,,,1.3,3.3,16.6,0.34,0.02
Portland,PORS7,PORP24,PORS7PORP24L4,6.463217,124,53,135,,Jerry Pedro Field,43.66,-70.27,Passive Lawn,4,Subsurface,HR 1,82,53,^A4,A,Anthropogenic,10YR 3/3,10YR 3/3,10YR,3,3,NA,lfs,#REF!,#REF!,#REF!,66.5,21.9,11.5,9.6,18.7,22.6,27,22.2,5,5.7,25,86,55,457,3.4,6.4,3.5,7.2,35.9,,,13.3,22.1,28.4,3.95,0.11
Portland,PORS12,PORP41,PORS12PORP41L1,,,0,20,2.15461622,87 State Street,43.65,-70.26,Passive Lawn,1,Surface,Surface,20,,^A,A,Anthropogenic,10YR 3/2,10YR 3/2,10YR,3,2,NA,fsl,#REF!,#REF!,#REF!,66.6,22.2,11.2,10.1,23.7,25.8,26,14.3,15,6.3,129,59,83,1236,3.9,10.9,1.4,6.3,56.6,,,20.2,8.1,15.4,3.37,0.21
Cleveland,CLS41,CLP84,CLS41CLP84L4,0.205484389,65,58,125,,,41.46,-81.64,NATIVE,4,Subsurface,HR 1,67,58,2C1,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,sl,#REF!,#REF!,#REF!,66.85,26.59,6.56,,,,,,10,6,101,40,190,491,2.2,6.3,1.6,25,38.7,,,3,2.1,14.8,0.52,0.04
Detroit,DS28,DP53,DS28DP53L4,0.3707,73,71,81,,Biraga Playground,42.39,-83.04,,4,Subsurface,HR 1,10.16,71.12,^C1u,C,Anthropogenic,10YR 2/1,10YR 2/1,10YR,2,1,NA,cosl,#REF!,#REF!,#REF!,66.9,14.1,19,13.91,15.87,21.3,33.26,15.65,95,8.1,17,86,240,4114,0,17.2,1.3,11.6,87.1,,,108.4,133.2,27.7,10.45,0.19
Cleveland,CLS36,CLP73,CLS36CLP73L1,,,0,25,0.18,,41.46,-81.64,NATIVE,1,Surface,Surface,25,,^Au,A,Anthropogenic over Lacustrine over Till over Residual,10YR 5/3,10YR 5/3,10YR,5,3,NA,l,#REF!,#REF!,#REF!,67.22,25.97,6.81,,,,,,25,7.4,113,208,255,4088,0,17.7,3,12,84.9,,,47.4,11,61.5,9.19,0.22
Cleveland,CLS36,CLP74,CLS36CLP74L1,,,0,60,0.18,,41.46,-81.64,NATIVE,1,Surface,Surface,60,,^Au,A,Anthropogenic over Till over Lacustrine over Residual,10YR 3/2,10YR 3/2,10YR,3,2,NA,sl,#REF!,#REF!,#REF!,67.22,25.97,6.81,,,,,,35,7.4,113,208,255,4088,0,17.7,3,12,84.9,,,47.4,11,61.5,9.19,0.22
Cleveland,CLS5,CLP9,CLS5CLP9L1,,,0,18,1.62,,41.53,-81.61,FILL,1,Surface,Surface,18,,^A1u,A,Anthropogenic over Residual,10YR 3/2,10YR 3/2,10YR,3,2,NA,sl,#REF!,#REF!,#REF!,67.28,22.32,10.4,,,,,,30,6.9,170,218,326,3349.97,0,18.3,3.1,14.9,82.1,,,67.6,9.5,41.6,4.8,0.37
Cleveland,CLS22,CLP44,CLS22CLP44L1,,,0,26,5.54,,41.48,-81.65,NATIVE,1,Surface,Surface,26,,^Au,A,Anthropogenic over Aeolian,10YR 2/2,10YR 2/2,10YR,2,2,NA,sl,#REF!,#REF!,#REF!,67.32,25.78,6.91,,,,,,25,7.4,239,124,245,3421.59,0,14.1,2.2,14.4,83.3,,,92,28.3,23.1,5.77,0.26
San Juan,PRS7,PRP7,PRS7PRP7L3,0.844360471,53,18,75,,Calle C,18.43,-66.05,VACANT LOT,3,Subsurface,HR 1,57,18,^C2u,C,Anthropogenic,10YR 4/4,10YR 4/4,10YR,4,4,NA,sl,#REF!,#REF!,#REF!,67.5,15.1,17.4,,,,,,40,8.4,30,117,322,9696,0,18,1.7,14.9,83.4,,,47.8,9.9,45.4,0.92,0.03
Portland,PORS3,PORP6,PORS3PORP6L4,,,100,150,,East Prom,43.67,-70.24,Park,4,Subsurface,HR 1,50,100,2Cg1,C,Glacio-Fluvial,10YR 5/1,10YR 5/1,10YR,5,1,NA,sl,#REF!,#REF!,#REF!,67.6,17.1,15.3,10.6,17,21.9,31.2,19.3,15,7.4,9,109,137,8.3,0,5.4,5.1,21,73.9,,,0.9,1.8,6.2,0.05,0.01
Cleveland,CLS14,CLP28,CLS14CLP28L1,,,0,18,1.71,,41.53,-81.64,NATIVE,1,Surface,Surface,18,,^A1u,A,Anthropogenic over Aeolian Sands,10YR 3/2,10YR 3/2,10YR,3,2,NA,sl,#REF!,#REF!,#REF!,67.62,24.33,8.06,,,,,,20,6.9,275,113,207,3285.88,0,17,1.7,10.1,88.2,,,111.8,27,19.6,7.2,0.43
Cleveland,CLS13,CLP26,CLS13CLP26L1,,,0,,1.35,,41.53,-81.63,NATIVE,1,Surface,Surface,,,surface,,,,,,,,NA,,#REF!,#REF!,#REF!,67.82,22.59,9.59,,,,,,,6.7,,,,,,11.34,2.8,10.1,67.7,,,,,,1.97,
Cleveland,CLS21,CLP41,CLS21CLP41L1,,,0,16,1.71,,41.48,-81.65,FILL,1,Surface,Surface,16,,^Au,A,Anthropogenic,7.5YR 3/3,7.5YR 3/3,7.5YR,3,3,NA,sl,#REF!,#REF!,#REF!,67.89,22.65,9.47,,,,,,35,8.6,33,486,401,3178.08,0,19.59,6.4,17.1,76.6,,,26.6,9.7,283.4,4.82,0.17
Detroit,DS3,DP5,DS3DP5L4,1.923,151,132,188,,,42.4,-83.24,DISTURBED,4,Subsurface,HR 1,55.88,132.08,2C2,C,Glacial Fluvial,10YR 6/4,10YR 6/4,10YR,6,4,NA,vfsl,#REF!,#REF!,#REF!,68,21.7,10.3,0,0.42,4.65,26.66,68.27,,8.6,3,29,206,8259,0,16.8,0.4,10.2,89.3,,,0.3,1.8,6.2,1.99,0.02
